customer_location,age,gender,mobile_name,sell_price,came_from_facebook,follows_facebook_page,previous_customer,heard_about_shop,engagement_score,engagement_level,price_category
inside_rangamati,36,m,pixel_7a_8/128,16857.0,no,no,no,yes,1,Low,Medium
outside_rangamati,36,f,moto_g85_5g_8/128,19076.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,28,m,moto_g85_5g_8/128,13232.0,yes,no,yes,no,1,Low,Low
outside_rangamati,38,m,iphone_16_pro_max_1tb,62198.0,yes,no,no,yes,2,Medium,High
rangamati_sadar,45,f,iqoo_neo_9_pro_5g_12/256,15594.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,49,f,iphone_16_pro_256gb,41633.0,yes,yes,no,yes,3,High,High
outside_rangamati,42,f,note_14_pro_5g_8/256,36344.0,no,no,no,no,0,Low,High
outside_rangamati,41,m,galaxy_m35_5g_8/128,20421.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,33,f,pixel_8_pro_12/256,17029.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,37,m,pixel_8_pro_12/256,26267.0,no,no,no,no,0,Low,Medium
inside_rangamati,43,f,iqoo_neo_9_pro_5g_12/256,15887.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,34,m,iphone_16_pro_max_1tb,18383.0,yes,yes,no,no,2,Medium,Medium
inside_rangamati,22,m,narzo_n53_4/64,12838.0,no,no,no,yes,1,Low,Low
inside_rangamati,50,m,redmi_note_12_pro_8/128,25462.0,yes,no,no,no,1,Low,Medium
outside_rangamati,50,m,galaxy_s24_ultra_12/256,21634.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,18,f,galaxy_s24_ultra_12/256,21154.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,31,m,pixel_7a_8/128,13922.0,no,yes,yes,yes,2,Medium,Low
outside_rangamati,20,f,iphone_16_pro_max_1tb,59333.0,no,no,no,yes,1,Low,High
inside_rangamati,47,m,iphone_16_pro_256gb,16362.0,yes,yes,yes,no,2,Medium,Medium
inside_rangamati,19,m,galaxy_a55_5g_8/128,39715.0,no,no,no,no,0,Low,High
inside_rangamati,49,f,galaxy_a55_5g_8/128,38756.0,yes,no,no,yes,2,Medium,High
outside_rangamati,45,m,note_11s_6/128,16334.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,50,f,iqoo_neo_9_pro_5g_12/256,24000.0,no,no,no,no,0,Low,Medium
inside_rangamati,45,f,iqoo_neo_9_pro_5g_12/256,18351.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,33,m,iphone_16_pro_256gb,19144.0,no,no,no,yes,1,Low,Medium
outside_rangamati,28,f,moto_g85_5g_8/128,17322.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,26,f,moto_g85_5g_8/128,25537.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,50,m,iqoo_z7_5g_6/128,13447.0,no,yes,no,yes,2,Medium,Low
inside_rangamati,35,f,narzo_n53_4/64,18020.0,yes,yes,no,no,2,Medium,Medium
outside_rangamati,32,m,note_11s_6/128,24448.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,46,m,vivo_t3x_5g_8/128,21682.0,no,no,no,yes,1,Low,Medium
outside_rangamati,32,m,r-70_turbo_5g_6/128,21870.0,yes,yes,no,no,2,Medium,Medium
rangamati_sadar,47,m,pixel_7a_8/128,19175.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,47,f,vivo_t3x_5g_8/128,15829.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,33,m,galaxy_a55_5g_8/128,20543.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,29,m,r-70_turbo_5g_6/128,22409.0,yes,yes,yes,no,2,Medium,Medium
inside_rangamati,22,m,moto_g85_5g_8/128,13646.0,yes,no,no,yes,2,Medium,Low
inside_rangamati,33,m,iqoo_neo_9_pro_5g_12/256,17167.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,35,m,iqoo_neo_9_pro_5g_12/256,40072.0,no,no,no,yes,1,Low,High
rangamati_sadar,36,m,narzo_n53_4/64,22077.0,no,no,no,no,0,Low,Medium
inside_rangamati,22,f,narzo_n53_4/64,17857.0,yes,no,yes,yes,2,Medium,Medium
inside_rangamati,34,f,pixel_7a_8/128,18642.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,29,f,galaxy_s24_ultra_12/256,15016.0,no,no,no,no,0,Low,Medium
rangamati_sadar,19,m,note_14_pro_5g_8/256,17053.0,no,yes,no,no,1,Low,Medium
inside_rangamati,36,f,r-70_turbo_5g_6/128,14403.0,yes,no,no,no,1,Low,Low
outside_rangamati,33,f,r-70_turbo_5g_6/128,24734.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,49,m,vivo_t3x_5g_8/128,25415.0,yes,no,yes,yes,2,Medium,Medium
rangamati_sadar,23,m,vivo_y200_5g_6/128,18344.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,34,m,redmi_note_12_pro_8/128,27928.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,24,f,pixel_7a_8/128,24508.0,no,no,no,yes,1,Low,Medium
outside_rangamati,45,m,vivo_t3x_5g_8/128,25377.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,24,m,galaxy_m35_5g_8/128,24934.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,24,f,note_14_pro_5g_8/256,13437.0,no,no,no,yes,1,Low,Low
inside_rangamati,19,f,iqoo_z7_5g_6/128,25028.0,no,yes,yes,no,1,Low,Medium
outside_rangamati,46,m,iphone_16_pro_max_1tb,23482.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,25,f,moto_g85_5g_8/128,26616.0,no,yes,yes,yes,2,Medium,Medium
inside_rangamati,33,f,iphone_16_pro_256gb,21185.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,30,f,galaxy_s24_ultra_12/256,31495.0,no,yes,yes,yes,2,Medium,High
outside_rangamati,28,m,galaxy_m35_5g_8/128,26358.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,32,f,galaxy_s24_ultra_12/256,14339.0,no,no,no,yes,1,Low,Low
rangamati_sadar,24,m,galaxy_s24_ultra_12/256,19407.0,no,no,no,no,0,Low,Medium
outside_rangamati,33,f,narzo_n53_4/64,15334.0,yes,yes,no,no,2,Medium,Medium
inside_rangamati,27,f,vivo_y200_5g_6/128,14845.0,yes,no,no,yes,2,Medium,Low
outside_rangamati,26,m,r-70_turbo_5g_6/128,13376.0,yes,yes,no,yes,3,High,Low
rangamati_sadar,18,f,note_14_pro_5g_8/256,13158.0,no,no,no,no,0,Low,Low
outside_rangamati,31,m,iqoo_z7_5g_6/128,25376.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,29,f,vivo_y200_5g_6/128,16928.0,no,yes,no,no,1,Low,Medium
outside_rangamati,36,m,narzo_n53_4/64,13113.0,no,yes,no,no,1,Low,Low
rangamati_sadar,34,m,galaxy_a55_5g_8/128,17018.0,yes,yes,no,no,2,Medium,Medium
outside_rangamati,41,f,iqoo_z7_5g_6/128,20715.0,yes,no,yes,yes,2,Medium,Medium
outside_rangamati,48,f,iqoo_neo_9_pro_5g_12/256,14110.0,yes,no,yes,yes,2,Medium,Low
outside_rangamati,45,m,iphone_16_pro_256gb,17850.0,no,no,no,yes,1,Low,Medium
outside_rangamati,29,f,iphone_16_pro_max_1tb,20264.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,33,f,r-70_turbo_5g_6/128,24493.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,50,m,vivo_t3x_5g_8/128,16844.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,19,f,iqoo_neo_9_pro_5g_12/256,17655.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,25,m,narzo_n53_4/64,13151.0,no,no,yes,no,0,Low,Low
rangamati_sadar,23,m,r-70_turbo_5g_6/128,21682.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,49,f,galaxy_s24_ultra_12/256,14093.0,no,yes,no,no,1,Low,Low
rangamati_sadar,27,f,note_14_pro_5g_8/256,36651.0,no,no,no,no,0,Low,High
inside_rangamati,37,m,narzo_n53_4/64,20957.0,yes,no,no,no,1,Low,Medium
outside_rangamati,38,f,vivo_t3x_5g_8/128,25490.0,yes,no,no,no,1,Low,Medium
outside_rangamati,24,m,narzo_n53_4/64,21682.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,48,m,galaxy_s24_ultra_12/256,68924.0,no,no,no,no,0,Low,High
inside_rangamati,38,m,galaxy_a55_5g_8/128,24605.0,yes,yes,yes,no,2,Medium,Medium
outside_rangamati,43,f,redmi_note_12_pro_8/128,25541.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,23,m,r-70_turbo_5g_6/128,20352.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,35,f,galaxy_s24_ultra_12/256,72443.0,no,no,no,yes,1,Low,High
inside_rangamati,41,m,pixel_8_pro_12/256,25596.0,yes,no,no,no,1,Low,Medium
outside_rangamati,34,m,iphone_16_pro_256gb,24613.0,yes,yes,yes,no,2,Medium,Medium
outside_rangamati,19,m,note_11s_6/128,16463.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,48,m,iqoo_neo_9_pro_5g_12/256,23523.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,43,m,iphone_16_pro_max_1tb,19941.0,no,no,no,no,0,Low,Medium
outside_rangamati,22,m,note_11s_6/128,16588.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,41,f,pixel_7a_8/128,25762.0,no,no,no,no,0,Low,Medium
inside_rangamati,21,f,galaxy_s24_ultra_12/256,13995.0,yes,no,no,yes,2,Medium,Low
outside_rangamati,29,f,galaxy_m35_5g_8/128,24218.0,no,no,no,no,0,Low,Medium
rangamati_sadar,50,f,narzo_n53_4/64,12960.0,no,no,no,yes,1,Low,Low
outside_rangamati,20,m,narzo_n53_4/64,26484.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,26,f,iphone_16_pro_max_1tb,23703.0,no,yes,no,no,1,Low,Medium
inside_rangamati,26,m,pixel_7a_8/128,44970.0,no,no,no,yes,1,Low,High
rangamati_sadar,31,f,iqoo_z7_5g_6/128,17300.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,40,m,iphone_16_pro_256gb,25956.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,18,f,iphone_16_pro_256gb,14600.0,yes,no,no,no,1,Low,Low
outside_rangamati,47,f,vivo_y200_5g_6/128,23650.0,no,yes,no,no,1,Low,Medium
inside_rangamati,27,m,iqoo_neo_9_pro_5g_12/256,25260.0,no,no,no,yes,1,Low,Medium
outside_rangamati,32,m,note_11s_6/128,17853.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,37,f,moto_g85_5g_8/128,17038.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,22,f,galaxy_m35_5g_8/128,26614.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,49,f,iphone_16_pro_256gb,22713.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,45,m,moto_g85_5g_8/128,19251.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,37,f,r-70_turbo_5g_6/128,23985.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,42,f,iphone_16_pro_max_1tb,25028.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,38,m,note_14_pro_5g_8/256,15566.0,no,yes,no,no,1,Low,Medium
inside_rangamati,45,m,pixel_8_pro_12/256,17990.0,no,yes,no,no,1,Low,Medium
outside_rangamati,33,m,vivo_y200_5g_6/128,19308.0,no,no,no,no,0,Low,Medium
outside_rangamati,47,m,note_14_pro_5g_8/256,25513.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,30,f,galaxy_s24_ultra_12/256,36543.0,yes,no,no,no,1,Low,High
outside_rangamati,42,m,galaxy_m35_5g_8/128,13304.0,no,no,no,no,0,Low,Low
rangamati_sadar,46,f,iqoo_neo_9_pro_5g_12/256,24356.0,yes,no,yes,yes,2,Medium,Medium
rangamati_sadar,32,f,vivo_t3x_5g_8/128,16202.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,19,m,pixel_8_pro_12/256,14576.0,no,yes,no,yes,2,Medium,Low
outside_rangamati,30,f,iqoo_z7_5g_6/128,26039.0,yes,yes,yes,yes,3,High,Medium
inside_rangamati,43,f,vivo_t3x_5g_8/128,18506.0,no,no,no,yes,1,Low,Medium
inside_rangamati,49,m,galaxy_s24_ultra_12/256,19051.0,no,no,no,yes,1,Low,Medium
outside_rangamati,31,m,galaxy_m35_5g_8/128,26671.0,no,no,no,no,0,Low,Medium
inside_rangamati,29,m,galaxy_s24_ultra_12/256,35055.0,no,no,no,yes,1,Low,High
outside_rangamati,44,m,moto_g85_5g_8/128,26507.0,no,no,no,yes,1,Low,Medium
inside_rangamati,29,m,r-70_turbo_5g_6/128,24028.0,no,no,no,yes,1,Low,Medium
outside_rangamati,40,m,redmi_note_12_pro_8/128,13037.0,no,no,no,no,0,Low,Low
outside_rangamati,49,f,redmi_note_12_pro_8/128,14272.0,yes,yes,no,yes,3,High,Low
rangamati_sadar,50,m,iphone_16_pro_256gb,57403.0,no,yes,no,no,1,Low,High
outside_rangamati,38,m,narzo_n53_4/64,13180.0,no,yes,yes,yes,2,Medium,Low
outside_rangamati,49,m,galaxy_m35_5g_8/128,26340.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,32,f,galaxy_a55_5g_8/128,15627.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,25,m,galaxy_m35_5g_8/128,24728.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,43,m,vivo_y200_5g_6/128,23460.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,31,m,iphone_16_pro_256gb,22253.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,21,m,iphone_16_pro_256gb,41278.0,no,no,no,yes,1,Low,High
inside_rangamati,44,m,galaxy_m35_5g_8/128,26055.0,no,no,no,no,0,Low,Medium
inside_rangamati,18,m,iqoo_neo_9_pro_5g_12/256,40997.0,no,yes,yes,no,1,Low,High
rangamati_sadar,24,m,pixel_7a_8/128,21614.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,32,f,iqoo_neo_9_pro_5g_12/256,19566.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,43,f,iphone_16_pro_max_1tb,22240.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,41,m,note_11s_6/128,18632.0,no,no,no,no,0,Low,Medium
inside_rangamati,40,f,r-70_turbo_5g_6/128,12957.0,no,no,no,yes,1,Low,Low
inside_rangamati,29,f,pixel_7a_8/128,21164.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,24,m,pixel_7a_8/128,24174.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,23,m,note_14_pro_5g_8/256,18360.0,no,yes,no,no,1,Low,Medium
outside_rangamati,20,m,r-70_turbo_5g_6/128,16627.0,no,yes,yes,no,1,Low,Medium
outside_rangamati,49,f,iqoo_neo_9_pro_5g_12/256,40282.0,yes,yes,yes,yes,3,High,High
outside_rangamati,23,m,redmi_note_12_pro_8/128,27124.0,yes,no,no,no,1,Low,Medium
rangamati_sadar,25,f,narzo_n53_4/64,13940.0,no,yes,yes,yes,2,Medium,Low
rangamati_sadar,36,m,moto_g85_5g_8/128,17388.0,no,yes,yes,yes,2,Medium,Medium
inside_rangamati,40,m,note_11s_6/128,13237.0,no,yes,no,no,1,Low,Low
outside_rangamati,39,m,redmi_note_12_pro_8/128,26028.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,28,f,galaxy_s24_ultra_12/256,64501.0,no,yes,yes,no,1,Low,High
inside_rangamati,43,m,r-70_turbo_5g_6/128,20746.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,25,m,iqoo_neo_9_pro_5g_12/256,19530.0,no,no,no,yes,1,Low,Medium
outside_rangamati,25,m,redmi_note_12_pro_8/128,16997.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,30,m,moto_g85_5g_8/128,15642.0,no,no,no,yes,1,Low,Medium
inside_rangamati,32,m,galaxy_m35_5g_8/128,26433.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,24,f,iqoo_neo_9_pro_5g_12/256,20415.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,41,m,galaxy_s24_ultra_12/256,54342.0,no,no,no,yes,1,Low,High
inside_rangamati,42,f,iqoo_z7_5g_6/128,19319.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,33,f,iqoo_neo_9_pro_5g_12/256,22616.0,yes,no,no,no,1,Low,Medium
inside_rangamati,20,f,iphone_16_pro_256gb,29471.0,yes,no,no,no,1,Low,Medium
outside_rangamati,26,f,narzo_n53_4/64,12735.0,yes,yes,no,yes,3,High,Low
rangamati_sadar,21,f,vivo_y200_5g_6/128,17421.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,49,f,vivo_t3x_5g_8/128,15027.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,19,m,r-70_turbo_5g_6/128,13123.0,no,no,yes,yes,1,Low,Low
outside_rangamati,48,f,iphone_16_pro_256gb,14109.0,yes,yes,yes,no,2,Medium,Low
inside_rangamati,45,m,iqoo_z7_5g_6/128,20956.0,no,yes,yes,no,1,Low,Medium
rangamati_sadar,44,m,pixel_7a_8/128,16849.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,49,f,galaxy_s24_ultra_12/256,21856.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,43,f,r-70_turbo_5g_6/128,14960.0,yes,no,no,yes,2,Medium,Low
inside_rangamati,19,m,galaxy_a55_5g_8/128,18254.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,41,m,vivo_t3x_5g_8/128,18878.0,no,yes,yes,no,1,Low,Medium
inside_rangamati,20,m,note_14_pro_5g_8/256,19787.0,no,no,no,no,0,Low,Medium
inside_rangamati,19,f,galaxy_m35_5g_8/128,26693.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,37,f,galaxy_m35_5g_8/128,14273.0,no,no,no,yes,1,Low,Low
outside_rangamati,32,m,vivo_y200_5g_6/128,20607.0,no,yes,no,no,1,Low,Medium
inside_rangamati,32,m,vivo_y200_5g_6/128,17152.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,21,f,iphone_16_pro_256gb,19848.0,no,yes,yes,no,1,Low,Medium
outside_rangamati,32,f,note_14_pro_5g_8/256,16333.0,no,yes,no,no,1,Low,Medium
outside_rangamati,32,m,note_14_pro_5g_8/256,21069.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,26,m,iqoo_z7_5g_6/128,17915.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,20,f,galaxy_a55_5g_8/128,16990.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,48,m,galaxy_a55_5g_8/128,39881.0,no,no,no,no,0,Low,High
inside_rangamati,44,f,iqoo_z7_5g_6/128,24315.0,no,no,no,no,0,Low,Medium
inside_rangamati,22,f,galaxy_m35_5g_8/128,22946.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,27,m,iphone_16_pro_256gb,58978.0,no,no,no,yes,1,Low,High
inside_rangamati,39,f,iphone_16_pro_256gb,70804.0,yes,yes,yes,yes,3,High,High
outside_rangamati,33,m,vivo_y200_5g_6/128,17413.0,no,yes,no,no,1,Low,Medium
outside_rangamati,39,f,iqoo_neo_9_pro_5g_12/256,18265.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,24,f,note_11s_6/128,25538.0,no,no,no,yes,1,Low,Medium
outside_rangamati,39,m,note_11s_6/128,24473.0,no,yes,yes,yes,2,Medium,Medium
inside_rangamati,25,f,narzo_n53_4/64,13435.0,yes,no,yes,yes,2,Medium,Low
outside_rangamati,24,f,r-70_turbo_5g_6/128,15346.0,no,yes,yes,yes,2,Medium,Medium
rangamati_sadar,43,f,pixel_8_pro_12/256,25493.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,18,m,galaxy_s24_ultra_12/256,21682.0,yes,no,no,no,1,Low,Medium
outside_rangamati,46,f,vivo_t3x_5g_8/128,26175.0,yes,yes,yes,no,2,Medium,Medium
rangamati_sadar,23,m,r-70_turbo_5g_6/128,24418.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,37,m,note_14_pro_5g_8/256,19149.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,27,m,moto_g85_5g_8/128,26555.0,no,no,no,yes,1,Low,Medium
inside_rangamati,25,m,narzo_n53_4/64,19281.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,37,f,pixel_8_pro_12/256,68660.0,no,no,yes,yes,1,Low,High
rangamati_sadar,37,m,note_14_pro_5g_8/256,15895.0,no,no,no,no,0,Low,Medium
inside_rangamati,35,m,iphone_16_pro_256gb,21682.0,no,no,no,yes,1,Low,Medium
outside_rangamati,27,f,r-70_turbo_5g_6/128,17403.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,19,f,pixel_7a_8/128,24697.0,no,no,no,no,0,Low,Medium
rangamati_sadar,48,m,vivo_y200_5g_6/128,22995.0,yes,yes,no,no,2,Medium,Medium
rangamati_sadar,35,f,vivo_y200_5g_6/128,26182.0,no,no,no,yes,1,Low,Medium
inside_rangamati,35,m,narzo_n53_4/64,13639.0,no,no,yes,yes,1,Low,Low
inside_rangamati,34,f,note_14_pro_5g_8/256,36938.0,no,no,yes,yes,1,Low,High
outside_rangamati,49,f,r-70_turbo_5g_6/128,17467.0,no,no,yes,no,0,Low,Medium
inside_rangamati,25,f,vivo_t3x_5g_8/128,25826.0,no,no,no,yes,1,Low,Medium
inside_rangamati,47,f,galaxy_s24_ultra_12/256,25062.0,no,no,no,yes,1,Low,Medium
inside_rangamati,23,f,r-70_turbo_5g_6/128,18360.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,45,f,redmi_note_12_pro_8/128,25754.0,no,no,no,no,0,Low,Medium
outside_rangamati,43,f,narzo_n53_4/64,12961.0,no,no,yes,yes,1,Low,Low
rangamati_sadar,39,f,galaxy_s24_ultra_12/256,21347.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,42,f,iphone_16_pro_256gb,20113.0,no,no,no,yes,1,Low,Medium
inside_rangamati,43,m,narzo_n53_4/64,13638.0,no,no,no,no,0,Low,Low
rangamati_sadar,27,m,note_14_pro_5g_8/256,20707.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,40,f,r-70_turbo_5g_6/128,25523.0,no,no,no,yes,1,Low,Medium
inside_rangamati,43,f,moto_g85_5g_8/128,25995.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,35,f,galaxy_a55_5g_8/128,21070.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,18,f,iphone_16_pro_256gb,16703.0,no,yes,no,no,1,Low,Medium
inside_rangamati,44,f,narzo_n53_4/64,24811.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,33,m,moto_g85_5g_8/128,26245.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,37,f,vivo_t3x_5g_8/128,25391.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,27,f,moto_g85_5g_8/128,14389.0,no,yes,no,yes,2,Medium,Low
rangamati_sadar,44,m,r-70_turbo_5g_6/128,24637.0,yes,no,yes,yes,2,Medium,Medium
inside_rangamati,40,f,redmi_note_12_pro_8/128,22143.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,40,f,pixel_7a_8/128,44169.0,no,yes,no,yes,2,Medium,High
inside_rangamati,21,f,vivo_y200_5g_6/128,13023.0,yes,no,no,yes,2,Medium,Low
inside_rangamati,23,m,vivo_y200_5g_6/128,72849.0,yes,yes,no,yes,3,High,High
inside_rangamati,24,m,note_11s_6/128,18868.0,no,no,no,yes,1,Low,Medium
inside_rangamati,46,f,galaxy_a55_5g_8/128,23587.0,yes,no,yes,no,1,Low,Medium
inside_rangamati,24,f,moto_g85_5g_8/128,13219.0,no,yes,no,yes,2,Medium,Low
inside_rangamati,30,f,vivo_y200_5g_6/128,14417.0,yes,no,no,no,1,Low,Low
rangamati_sadar,28,m,iphone_16_pro_max_1tb,199659.0,yes,no,no,yes,2,Medium,High
rangamati_sadar,26,f,r-70_turbo_5g_6/128,24573.0,no,yes,no,no,1,Low,Medium
inside_rangamati,34,f,redmi_note_12_pro_8/128,19727.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,31,m,galaxy_a55_5g_8/128,14983.0,no,yes,no,no,1,Low,Low
outside_rangamati,28,m,galaxy_s24_ultra_12/256,25753.0,no,no,no,no,0,Low,Medium
inside_rangamati,24,f,galaxy_s24_ultra_12/256,23070.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,32,m,iqoo_z7_5g_6/128,13475.0,yes,no,no,yes,2,Medium,Low
inside_rangamati,45,m,pixel_7a_8/128,21682.0,no,no,yes,no,0,Low,Medium
inside_rangamati,37,f,galaxy_s24_ultra_12/256,70407.0,no,yes,no,no,1,Low,High
rangamati_sadar,39,f,pixel_8_pro_12/256,16531.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,37,m,pixel_8_pro_12/256,25331.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,19,f,pixel_7a_8/128,24514.0,no,no,yes,no,0,Low,Medium
outside_rangamati,23,m,galaxy_a55_5g_8/128,13778.0,yes,yes,no,yes,3,High,Low
rangamati_sadar,37,m,galaxy_a55_5g_8/128,39391.0,yes,no,yes,yes,2,Medium,High
outside_rangamati,33,m,narzo_n53_4/64,13047.0,no,yes,no,no,1,Low,Low
rangamati_sadar,37,f,galaxy_s24_ultra_12/256,23818.0,no,no,no,yes,1,Low,Medium
outside_rangamati,34,f,note_11s_6/128,17993.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,32,m,note_14_pro_5g_8/256,36830.0,no,yes,no,yes,2,Medium,High
rangamati_sadar,24,m,iphone_16_pro_256gb,26131.0,no,no,no,yes,1,Low,Medium
inside_rangamati,47,f,galaxy_m35_5g_8/128,17007.0,no,no,no,no,0,Low,Medium
outside_rangamati,29,f,galaxy_s24_ultra_12/256,23269.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,34,f,iqoo_neo_9_pro_5g_12/256,21225.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,30,f,vivo_y200_5g_6/128,19311.0,no,no,yes,no,0,Low,Medium
inside_rangamati,21,f,vivo_t3x_5g_8/128,23946.0,no,no,no,no,0,Low,Medium
rangamati_sadar,47,m,iphone_16_pro_max_1tb,31554.0,no,no,no,no,0,Low,High
outside_rangamati,41,m,pixel_7a_8/128,13167.0,no,no,no,yes,1,Low,Low
outside_rangamati,24,f,iphone_16_pro_max_1tb,15516.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,48,f,note_11s_6/128,17886.0,yes,no,no,no,1,Low,Medium
inside_rangamati,26,m,note_11s_6/128,18345.0,no,yes,yes,yes,2,Medium,Medium
inside_rangamati,20,m,vivo_t3x_5g_8/128,25984.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,35,m,vivo_t3x_5g_8/128,25818.0,no,no,no,no,0,Low,Medium
outside_rangamati,42,f,vivo_t3x_5g_8/128,25408.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,35,f,narzo_n53_4/64,24486.0,yes,no,no,no,1,Low,Medium
rangamati_sadar,19,m,pixel_7a_8/128,16751.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,24,f,galaxy_s24_ultra_12/256,23475.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,34,m,iphone_16_pro_max_1tb,16710.0,yes,no,no,no,1,Low,Medium
